Date,Drug,Actual,Forecasted,Error,Abs_Error_Pct,Upper,Lower,Period,MAPE_%
31/01/2020,N02BE (Paracetamol ),,979.29,,,1414.11,544.46,Forecast,12.4
29/02/2020,N02BE (Paracetamol ),,1218.23,,,1653.06,783.4,Forecast,12.4
31/03/2020,N02BE (Paracetamol ),,1042.03,,,1476.86,607.2,Forecast,12.4
30/04/2020,N02BE (Paracetamol ),,1003.17,,,1438,568.34,Forecast,12.4
31/05/2020,N02BE (Paracetamol ),,937.94,,,1372.77,503.12,Forecast,12.4
30/06/2020,N02BE (Paracetamol ),,786.93,,,1221.76,352.11,Forecast,12.4
31/07/2020,N02BE (Paracetamol ),,724.64,,,1159.47,289.82,Forecast,12.4
31/08/2020,N02BE (Paracetamol ),,633.73,,,1068.56,198.91,Forecast,12.4
30/09/2020,N02BE (Paracetamol ),,619.66,,,1054.48,184.83,Forecast,12.4
31/10/2020,N02BE (Paracetamol ),,663.86,,,1098.68,229.03,Forecast,12.4
30/11/2020,N02BE (Paracetamol ),,970.89,,,1405.72,536.06,Forecast,12.4
31/12/2020,N02BE (Paracetamol ),,1482,,,1916.83,1047.18,Forecast,12.4
31/01/2014,N05B (Anxiolytics ),354,352.67,,,,,Train,
28/02/2014,N05B (Anxiolytics ),347,343.07,,,,,Train,
31/03/2014,N05B (Anxiolytics ),232,345.5,,,,,Train,
30/04/2014,N05B (Anxiolytics ),209,228.19,,,,,Train,
31/05/2014,N05B (Anxiolytics ),270,212.84,,,,,Train,
30/06/2014,N05B (Anxiolytics ),323,285.47,,,,,Train,
31/07/2014,N05B (Anxiolytics ),348,324.1,,,,,Train,
31/08/2014,N05B (Anxiolytics ),420,376.66,,,,,Train,
30/09/2014,N05B (Anxiolytics ),399,410.66,,,,,Train,
31/10/2014,N05B (Anxiolytics ),472,417.15,,,,,Train,
30/11/2014,N05B (Anxiolytics ),489,442.16,,,,,Train,
31/12/2014,N05B (Anxiolytics ),492,504.21,,,,,Train,
31/01/2015,N05B (Anxiolytics ),463,414.78,,,,,Train,
28/02/2015,N05B (Anxiolytics ),243,445.71,,,,,Train,
31/03/2015,N05B (Anxiolytics ),208,269.52,,,,,Train,
30/04/2015,N05B (Anxiolytics ),192,197.14,,,,,Train,
31/05/2015,N05B (Anxiolytics ),194,193.94,,,,,Train,
30/06/2015,N05B (Anxiolytics ),217,217.21,,,,,Train,
31/07/2015,N05B (Anxiolytics ),203,223.22,,,,,Train,
31/08/2015,N05B (Anxiolytics ),265.5,237.64,,,,,Train,
30/09/2015,N05B (Anxiolytics ),243.5,258.26,,,,,Train,
31/10/2015,N05B (Anxiolytics ),222,262.07,,,,,Train,
30/11/2015,N05B (Anxiolytics ),228,205.04,,,,,Train,
31/12/2015,N05B (Anxiolytics ),286,246.45,,,,,Train,
31/01/2016,N05B (Anxiolytics ),248,201.76,,,,,Train,
29/02/2016,N05B (Anxiolytics ),239,230.98,,,,,Train,
31/03/2016,N05B (Anxiolytics ),250,236.95,,,,,Train,
30/04/2016,N05B (Anxiolytics ),318,229.02,,,,,Train,
31/05/2016,N05B (Anxiolytics ),275,307.17,,,,,Train,
30/06/2016,N05B (Anxiolytics ),311,302.58,,,,,Train,
31/07/2016,N05B (Anxiolytics ),240,316.05,,,,,Train,
31/08/2016,N05B (Anxiolytics ),275.5,282.22,,,,,Train,
30/09/2016,N05B (Anxiolytics ),307,272.95,,,,,Train,
31/10/2016,N05B (Anxiolytics ),312,318.95,,,,,Train,
30/11/2016,N05B (Anxiolytics ),246,290.55,,,,,Train,
31/12/2016,N05B (Anxiolytics ),257,273.6,,,,,Train,
31/01/2017,N05B (Anxiolytics ),1,180.37,,,,,Train,
28/02/2017,N05B (Anxiolytics ),144,14.58,,,,,Train,
31/03/2017,N05B (Anxiolytics ),165,125.48,,,,,Train,
30/04/2017,N05B (Anxiolytics ),132,140.44,,,,,Train,
31/05/2017,N05B (Anxiolytics ),148,134.38,,,,,Train,
30/06/2017,N05B (Anxiolytics ),163,169.37,,,,,Train,
31/07/2017,N05B (Anxiolytics ),219,170.06,,,,,Train,
31/08/2017,N05B (Anxiolytics ),239,244.26,,,,,Train,
30/09/2017,N05B (Anxiolytics ),223,236.25,,,,,Train,
31/10/2017,N05B (Anxiolytics ),226,241.36,,,,,Train,
30/11/2017,N05B (Anxiolytics ),192,205.69,,,,,Train,
31/12/2017,N05B (Anxiolytics ),226,215.42,,,,,Train,
31/01/2018,N05B (Anxiolytics ),229,145.69,,,,,Train,
28/02/2018,N05B (Anxiolytics ),268,206.95,,,,,Train,
31/03/2018,N05B (Anxiolytics ),381,258.75,,,,,Train,
30/04/2018,N05B (Anxiolytics ),289,345.22,,,,,Train,
31/05/2018,N05B (Anxiolytics ),259,297.86,,,,,Train,
30/06/2018,N05B (Anxiolytics ),248,287.49,,,,,Train,
31/07/2018,N05B (Anxiolytics ),283,259.55,,,,,Train,
31/08/2018,N05B (Anxiolytics ),253,311.72,,,,,Train,
30/09/2018,N05B (Anxiolytics ),263,257.5,,,,,Train,
31/10/2018,N05B (Anxiolytics ),287,278.82,,,,,Train,
30/11/2018,N05B (Anxiolytics ),252.2,263.49,,,,,Train,
31/12/2018,N05B (Anxiolytics ),254,275.29,,,,,Train,
31/01/2019,N05B (Anxiolytics ),295.2,178.01,117.19,39.7,,,Test,30
28/02/2019,N05B (Anxiolytics ),249.4,167.26,82.14,32.9,,,Test,30
31/03/2019,N05B (Anxiolytics ),301.4,166.29,135.11,44.8,,,Test,30
30/04/2019,N05B (Anxiolytics ),299.4,147.09,152.31,50.9,,,Test,30
31/05/2019,N05B (Anxiolytics ),265.8,148.33,117.47,44.2,,,Test,30
30/06/2019,N05B (Anxiolytics ),193,171.55,21.45,11.1,,,Test,30
31/07/2019,N05B (Anxiolytics ),250.6,177.74,72.86,29.1,,,Test,30
31/08/2019,N05B (Anxiolytics ),237,209.64,27.36,11.5,,,Test,30
30/09/2019,N05B (Anxiolytics ),227.8,206.18,21.62,9.5,,,Test,30
31/10/2019,N05B (Anxiolytics ),303.8,222.74,81.06,26.7,,,Test,30
31/01/2020,N05B (Anxiolytics ),,271.58,,,380.87,162.3,Forecast,30
29/02/2020,N05B (Anxiolytics ),,293.16,,,402.45,183.87,Forecast,30
31/03/2020,N05B (Anxiolytics ),,237.83,,,347.12,128.54,Forecast,30
30/04/2020,N05B (Anxiolytics ),,221.21,,,330.5,111.93,Forecast,30
31/05/2020,N05B (Anxiolytics ),,229.07,,,338.35,119.78,Forecast,30
30/06/2020,N05B (Anxiolytics ),,212.72,,,322.01,103.43,Forecast,30
31/07/2020,N05B (Anxiolytics ),,208.12,,,317.41,98.84,Forecast,30
31/08/2020,N05B (Anxiolytics ),,215.32,,,324.61,106.03,Forecast,30
30/09/2020,N05B (Anxiolytics ),,230.07,,,339.36,120.78,Forecast,30
31/10/2020,N05B (Anxiolytics ),,254.44,,,363.73,145.16,Forecast,30
30/11/2020,N05B (Anxiolytics ),,249.97,,,359.25,140.68,Forecast,30
31/12/2020,N05B (Anxiolytics ),,276.51,,,385.79,167.22,Forecast,30
31/01/2014,N05C (Hypnotics ),50,34.47,,,,,Train,
28/02/2014,N05C (Hypnotics ),31,33.08,,,,,Train,
31/03/2014,N05C (Hypnotics ),20,36.27,,,,,Train,
30/04/2014,N05C (Hypnotics ),18,26.6,,,,,Train,
31/05/2014,N05C (Hypnotics ),23,27.53,,,,,Train,
30/06/2014,N05C (Hypnotics ),23,25.22,,,,,Train,
31/07/2014,N05C (Hypnotics ),21,22.36,,,,,Train,
31/08/2014,N05C (Hypnotics ),29,25.95,,,,,Train,
30/09/2014,N05C (Hypnotics ),14,25,,,,,Train,
31/10/2014,N05C (Hypnotics ),30,24.24,,,,,Train,
30/11/2014,N05C (Hypnotics ),19,28.47,,,,,Train,
31/12/2014,N05C (Hypnotics ),25,26.54,,,,,Train,
31/01/2015,N05C (Hypnotics ),24,25.12,,,,,Train,
28/02/2015,N05C (Hypnotics ),9,18.98,,,,,Train,
31/03/2015,N05C (Hypnotics ),13,19.91,,,,,Train,
30/04/2015,N05C (Hypnotics ),5,12.92,,,,,Train,
31/05/2015,N05C (Hypnotics ),10,14.04,,,,,Train,
30/06/2015,N05C (Hypnotics ),12,11.87,,,,,Train,
31/07/2015,N05C (Hypnotics ),6,9.68,,,,,Train,
31/08/2015,N05C (Hypnotics ),15,12.61,,,,,Train,
30/09/2015,N05C (Hypnotics ),11,11.48,,,,,Train,
31/10/2015,N05C (Hypnotics ),8,13.72,,,,,Train,
30/11/2015,N05C (Hypnotics ),18,14.67,,,,,Train,
31/12/2015,N05C (Hypnotics ),28,16.4,,,,,Train,
31/01/2016,N05C (Hypnotics ),24,18.73,,,,,Train,
29/02/2016,N05C (Hypnotics ),20,14.41,,,,,Train,
31/03/2016,N05C (Hypnotics ),13,19.79,,,,,Train,
30/04/2016,N05C (Hypnotics ),18,12.83,,,,,Train,
31/05/2016,N05C (Hypnotics ),18,17.69,,,,,Train,
30/06/2016,N05C (Hypnotics ),20,16.76,,,,,Train,
31/07/2016,N05C (Hypnotics ),8,15.46,,,,,Train,
31/08/2016,N05C (Hypnotics ),12,17.31,,,,,Train,
30/09/2016,N05C (Hypnotics ),18,13.98,,,,,Train,
31/10/2016,N05C (Hypnotics ),11,17.5,,,,,Train,
30/11/2016,N05C (Hypnotics ),27,18.23,,,,,Train,
31/12/2016,N05C (Hypnotics ),18,21.51,,,,,Train,
31/01/2017,N05C (Hypnotics ),0,19.53,,,,,Train,
28/02/2017,N05C (Hypnotics ),7,8.13,,,,,Train,
31/03/2017,N05C (Hypnotics ),9,11.59,,,,,Train,
30/04/2017,N05C (Hypnotics ),9,5.83,,,,,Train,
31/05/2017,N05C (Hypnotics ),23,10.12,,,,,Train,
30/06/2017,N05C (Hypnotics ),8,12.77,,,,,Train,
31/07/2017,N05C (Hypnotics ),15,9.19,,,,,Train,
31/08/2017,N05C (Hypnotics ),12,14.83,,,,,Train,
30/09/2017,N05C (Hypnotics ),23,12.2,,,,,Train,
31/10/2017,N05C (Hypnotics ),15,17.66,,,,,Train,
30/11/2017,N05C (Hypnotics ),15,19.48,,,,,Train,
31/12/2017,N05C (Hypnotics ),6,18.98,,,,,Train,
31/01/2018,N05C (Hypnotics ),11,14.3,,,,,Train,
28/02/2018,N05C (Hypnotics ),12,7.54,,,,,Train,
31/03/2018,N05C (Hypnotics ),42,12.59,,,,,Train,
30/04/2018,N05C (Hypnotics ),21,15.96,,,,,Train,
31/05/2018,N05C (Hypnotics ),13,20.78,,,,,Train,
30/06/2018,N05C (Hypnotics ),18,17.54,,,,,Train,
31/07/2018,N05C (Hypnotics ),19,15.45,,,,,Train,
31/08/2018,N05C (Hypnotics ),20,20.44,,,,,Train,
30/09/2018,N05C (Hypnotics ),12,18.5,,,,,Train,
31/10/2018,N05C (Hypnotics ),25,19.02,,,,,Train,
30/11/2018,N05C (Hypnotics ),22,23.31,,,,,Train,
31/12/2018,N05C (Hypnotics ),27,23.71,,,,,Train,
31/01/2019,N05C (Hypnotics ),23,23.67,-0.67,2.9,,,Test,21.2
28/02/2019,N05C (Hypnotics ),12,17.85,-5.85,48.8,,,Test,21.2
31/03/2019,N05C (Hypnotics ),19,21.63,-2.63,13.8,,,Test,21.2
30/04/2019,N05C (Hypnotics ),22,16.61,5.39,24.5,,,Test,21.2
31/05/2019,N05C (Hypnotics ),26,19.99,6.01,23.1,,,Test,21.2
30/06/2019,N05C (Hypnotics ),25,18.97,6.03,24.1,,,Test,21.2
31/07/2019,N05C (Hypnotics ),20,16.75,3.25,16.2,,,Test,21.2
31/08/2019,N05C (Hypnotics ),26,20.73,5.27,20.3,,,Test,21.2
30/09/2019,N05C (Hypnotics ),16,18.91,-2.91,18.2,,,Test,21.2
31/10/2019,N05C (Hypnotics ),17.8,21.29,-3.49,19.6,,,Test,21.2
31/01/2020,N05C (Hypnotics ),,24.16,,,38.7,9.61,Forecast,21.2
29/02/2020,N05C (Hypnotics ),,24.92,,,39.47,10.38,Forecast,21.2
31/03/2020,N05C (Hypnotics ),,23.81,,,38.36,9.27,Forecast,21.2
30/04/2020,N05C (Hypnotics ),,17.13,,,31.68,2.58,Forecast,21.2
31/05/2020,N05C (Hypnotics ),,21.44,,,35.99,6.89,Forecast,21.2
30/06/2020,N05C (Hypnotics ),,17.75,,,32.3,3.2,Forecast,21.2
31/07/2020,N05C (Hypnotics ),,21.24,,,35.78,6.69,Forecast,21.2
31/08/2020,N05C (Hypnotics ),,20.22,,,34.76,5.67,Forecast,21.2
30/09/2020,N05C (Hypnotics ),,17.53,,,32.08,2.98,Forecast,21.2
31/10/2020,N05C (Hypnotics ),,21.84,,,36.39,7.3,Forecast,21.2
30/11/2020,N05C (Hypnotics ),,18.66,,,33.21,4.12,Forecast,21.2
31/12/2020,N05C (Hypnotics ),,20.94,,,35.49,6.4,Forecast,21.2
31/01/2014,R03 (Inhalers),112,85.69,,,,,Train,
28/02/2014,R03 (Inhalers),122,146.63,,,,,Train,
31/03/2014,R03 (Inhalers),112,143.38,,,,,Train,
30/04/2014,R03 (Inhalers),97,109.36,,,,,Train,
31/05/2014,R03 (Inhalers),107,67.42,,,,,Train,
30/06/2014,R03 (Inhalers),57,76.66,,,,,Train,
31/07/2014,R03 (Inhalers),61,29.18,,,,,Train,
31/08/2014,R03 (Inhalers),37,38.73,,,,,Train,
30/09/2014,R03 (Inhalers),115,85.97,,,,,Train,
31/10/2014,R03 (Inhalers),182,198.25,,,,,Train,
30/11/2014,R03 (Inhalers),112,148.66,,,,,Train,
31/12/2014,R03 (Inhalers),163,195.56,,,,,Train,
31/01/2015,R03 (Inhalers),177.3,108.04,,,,,Train,
28/02/2015,R03 (Inhalers),208,182.68,,,,,Train,
31/03/2015,R03 (Inhalers),195,195.37,,,,,Train,
30/04/2015,R03 (Inhalers),97,171.26,,,,,Train,
31/05/2015,R03 (Inhalers),100,109.56,,,,,Train,
30/06/2015,R03 (Inhalers),193,103.11,,,,,Train,
31/07/2015,R03 (Inhalers),60,90.59,,,,,Train,
31/08/2015,R03 (Inhalers),45,80.23,,,,,Train,
30/09/2015,R03 (Inhalers),91,116.78,,,,,Train,
31/10/2015,R03 (Inhalers),184,211.56,,,,,Train,
30/11/2015,R03 (Inhalers),195,158.37,,,,,Train,
31/12/2015,R03 (Inhalers),231,228.66,,,,,Train,
31/01/2016,R03 (Inhalers),174,152.27,,,,,Train,
29/02/2016,R03 (Inhalers),245,211.75,,,,,Train,
31/03/2016,R03 (Inhalers),253,226.97,,,,,Train,
30/04/2016,R03 (Inhalers),216,211.28,,,,,Train,
31/05/2016,R03 (Inhalers),131,174.79,,,,,Train,
30/06/2016,R03 (Inhalers),127,157.42,,,,,Train,
31/07/2016,R03 (Inhalers),109,106.5,,,,,Train,
31/08/2016,R03 (Inhalers),116,106.7,,,,,Train,
30/09/2016,R03 (Inhalers),121,157.46,,,,,Train,
31/10/2016,R03 (Inhalers),220,248.83,,,,,Train,
30/11/2016,R03 (Inhalers),150,195.23,,,,,Train,
31/12/2016,R03 (Inhalers),275,239.4,,,,,Train,
31/01/2017,R03 (Inhalers),0,173.63,,,,,Train,
28/02/2017,R03 (Inhalers),117,170.75,,,,,Train,
31/03/2017,R03 (Inhalers),139,158.21,,,,,Train,
30/04/2017,R03 (Inhalers),209,128.08,,,,,Train,
31/05/2017,R03 (Inhalers),128,115.91,,,,,Train,
30/06/2017,R03 (Inhalers),163,116.37,,,,,Train,
31/07/2017,R03 (Inhalers),115,90.05,,,,,Train,
31/08/2017,R03 (Inhalers),75,97.41,,,,,Train,
30/09/2017,R03 (Inhalers),139,138.05,,,,,Train,
31/10/2017,R03 (Inhalers),247,241.36,,,,,Train,
30/11/2017,R03 (Inhalers),196,198.76,,,,,Train,
31/12/2017,R03 (Inhalers),204,256.48,,,,,Train,
31/01/2018,R03 (Inhalers),219,162.6,,,,,Train,
28/02/2018,R03 (Inhalers),253,233.14,,,,,Train,
31/03/2018,R03 (Inhalers),269,244.09,,,,,Train,
30/04/2018,R03 (Inhalers),229,228.04,,,,,Train,
31/05/2018,R03 (Inhalers),192,190.35,,,,,Train,
30/06/2018,R03 (Inhalers),101,187.48,,,,,Train,
31/07/2018,R03 (Inhalers),90,118.67,,,,,Train,
31/08/2018,R03 (Inhalers),159,108.92,,,,,Train,
30/09/2018,R03 (Inhalers),205,172.7,,,,,Train,
31/10/2018,R03 (Inhalers),353,286.02,,,,,Train,
30/11/2018,R03 (Inhalers),311,263,,,,,Train,
31/12/2018,R03 (Inhalers),384,336.92,,,,,Train,
31/01/2019,R03 (Inhalers),386,274.81,111.19,28.8,,,Test,50.4
28/02/2019,R03 (Inhalers),226,327.35,-101.35,44.8,,,Test,50.4
31/03/2019,R03 (Inhalers),257,331.96,-74.96,29.2,,,Test,50.4
30/04/2019,R03 (Inhalers),259,307.96,-48.96,18.9,,,Test,50.4
31/05/2019,R03 (Inhalers),322,269.97,52.03,16.2,,,Test,50.4
30/06/2019,R03 (Inhalers),142,266.57,-124.57,87.7,,,Test,50.4
31/07/2019,R03 (Inhalers),115,225.36,-110.36,96,,,Test,50.4
31/08/2019,R03 (Inhalers),145,224.76,-79.76,55,,,Test,50.4
30/09/2019,R03 (Inhalers),161,272.56,-111.56,69.3,,,Test,50.4
31/10/2019,R03 (Inhalers),237.2,375.57,-138.37,58.3,,,Test,50.4
31/01/2020,R03 (Inhalers),,234.54,,,331.17,137.91,Forecast,50.4
29/02/2020,R03 (Inhalers),,293.11,,,389.74,196.47,Forecast,50.4
31/03/2020,R03 (Inhalers),,233.94,,,330.57,137.31,Forecast,50.4
30/04/2020,R03 (Inhalers),,251.07,,,347.7,154.43,Forecast,50.4
31/05/2020,R03 (Inhalers),,260.03,,,356.66,163.4,Forecast,50.4
30/06/2020,R03 (Inhalers),,240.39,,,337.02,143.75,Forecast,50.4
31/07/2020,R03 (Inhalers),,219.19,,,315.82,122.56,Forecast,50.4
31/08/2020,R03 (Inhalers),,186.36,,,282.99,89.73,Forecast,50.4
30/09/2020,R03 (Inhalers),,147.51,,,244.15,50.88,Forecast,50.4
31/10/2020,R03 (Inhalers),,152.01,,,248.65,55.38,Forecast,50.4
30/11/2020,R03 (Inhalers),,194.53,,,291.17,97.9,Forecast,50.4
31/12/2020,R03 (Inhalers),,293.07,,,389.7,196.43,Forecast,50.4
31/01/2014,J05AH02 (Oseltamivir),88,88,,,,,Train,
28/02/2014,J05AH02 (Oseltamivir),72,69.42,,,,,Train,
31/03/2014,J05AH02 (Oseltamivir),35,29.62,,,,,Train,
30/04/2014,J05AH02 (Oseltamivir),15,10.62,,,,,Train,
31/05/2014,J05AH02 (Oseltamivir),6,5.22,,,,,Train,
30/06/2014,J05AH02 (Oseltamivir),3,1.62,,,,,Train,
31/07/2014,J05AH02 (Oseltamivir),2,1.82,,,,,Train,
31/08/2014,J05AH02 (Oseltamivir),2,1.62,,,,,Train,
30/09/2014,J05AH02 (Oseltamivir),10,10.82,,,,,Train,
31/10/2014,J05AH02 (Oseltamivir),28,29.42,,,,,Train,
30/11/2014,J05AH02 (Oseltamivir),58,61.42,,,,,Train,
31/12/2014,J05AH02 (Oseltamivir),145,154.82,,,,,Train,
31/01/2015,J05AH02 (Oseltamivir),95,87.53,,,,,Train,
28/02/2015,J05AH02 (Oseltamivir),78,76.42,,,,,Train,
31/03/2015,J05AH02 (Oseltamivir),38,35.62,,,,,Train,
30/04/2015,J05AH02 (Oseltamivir),14,13.62,,,,,Train,
31/05/2015,J05AH02 (Oseltamivir),5,4.22,,,,,Train,
30/06/2015,J05AH02 (Oseltamivir),2,0.62,,,,,Train,
31/07/2015,J05AH02 (Oseltamivir),2,0.82,,,,,Train,
31/08/2015,J05AH02 (Oseltamivir),2,1.62,,,,,Train,
30/09/2015,J05AH02 (Oseltamivir),11,10.82,,,,,Train,
31/10/2015,J05AH02 (Oseltamivir),30,30.42,,,,,Train,
30/11/2015,J05AH02 (Oseltamivir),62,63.42,,,,,Train,
31/12/2015,J05AH02 (Oseltamivir),155,158.82,,,,,Train,
31/01/2016,J05AH02 (Oseltamivir),100,97.53,,,,,Train,
29/02/2016,J05AH02 (Oseltamivir),82,81.42,,,,,Train,
31/03/2016,J05AH02 (Oseltamivir),40,39.62,,,,,Train,
30/04/2016,J05AH02 (Oseltamivir),16,15.62,,,,,Train,
31/05/2016,J05AH02 (Oseltamivir),7,6.22,,,,,Train,
30/06/2016,J05AH02 (Oseltamivir),3,2.62,,,,,Train,
31/07/2016,J05AH02 (Oseltamivir),2,1.82,,,,,Train,
31/08/2016,J05AH02 (Oseltamivir),3,1.62,,,,,Train,
30/09/2016,J05AH02 (Oseltamivir),12,11.82,,,,,Train,
31/10/2016,J05AH02 (Oseltamivir),32,31.42,,,,,Train,
30/11/2016,J05AH02 (Oseltamivir),66,65.42,,,,,Train,
31/12/2016,J05AH02 (Oseltamivir),165,162.82,,,,,Train,
31/01/2017,J05AH02 (Oseltamivir),105,107.53,,,,,Train,
28/02/2017,J05AH02 (Oseltamivir),86,86.42,,,,,Train,
31/03/2017,J05AH02 (Oseltamivir),42,43.62,,,,,Train,
30/04/2017,J05AH02 (Oseltamivir),17,17.62,,,,,Train,
31/05/2017,J05AH02 (Oseltamivir),8,7.22,,,,,Train,
30/06/2017,J05AH02 (Oseltamivir),3,3.62,,,,,Train,
31/07/2017,J05AH02 (Oseltamivir),3,1.82,,,,,Train,
31/08/2017,J05AH02 (Oseltamivir),3,2.62,,,,,Train,
30/09/2017,J05AH02 (Oseltamivir),13,11.82,,,,,Train,
31/10/2017,J05AH02 (Oseltamivir),34,32.42,,,,,Train,
30/11/2017,J05AH02 (Oseltamivir),70,67.42,,,,,Train,
31/12/2017,J05AH02 (Oseltamivir),172,166.82,,,,,Train,
31/01/2018,J05AH02 (Oseltamivir),110,114.53,,,,,Train,
28/02/2018,J05AH02 (Oseltamivir),90,91.42,,,,,Train,
31/03/2018,J05AH02 (Oseltamivir),44,47.62,,,,,Train,
30/04/2018,J05AH02 (Oseltamivir),18,19.62,,,,,Train,
31/05/2018,J05AH02 (Oseltamivir),8,8.22,,,,,Train,
30/06/2018,J05AH02 (Oseltamivir),4,3.62,,,,,Train,
31/07/2018,J05AH02 (Oseltamivir),3,2.82,,,,,Train,
31/08/2018,J05AH02 (Oseltamivir),3,2.62,,,,,Train,
30/09/2018,J05AH02 (Oseltamivir),14,11.82,,,,,Train,
31/10/2018,J05AH02 (Oseltamivir),36,33.42,,,,,Train,
30/11/2018,J05AH02 (Oseltamivir),74,69.42,,,,,Train,
31/12/2018,J05AH02 (Oseltamivir),180,170.82,,,,,Train,
31/01/2019,J05AH02 (Oseltamivir),115,122.53,-7.53,6.5,,,Test,205.2
28/02/2019,J05AH02 (Oseltamivir),94,103.96,-9.96,10.6,,,Test,205.2
31/03/2019,J05AH02 (Oseltamivir),46,61.58,-15.58,33.9,,,Test,205.2
30/04/2019,J05AH02 (Oseltamivir),19,37.2,-18.2,95.8,,,Test,205.2
31/05/2019,J05AH02 (Oseltamivir),9,27.43,-18.43,204.8,,,Test,205.2
30/06/2019,J05AH02 (Oseltamivir),4,23.05,-19.05,476.2,,,Test,205.2
31/07/2019,J05AH02 (Oseltamivir),3,21.88,-18.88,629.3,,,Test,205.2
31/08/2019,J05AH02 (Oseltamivir),4,21.5,-17.5,437.5,,,Test,205.2
30/09/2019,J05AH02 (Oseltamivir),15,30.33,-15.33,102.2,,,Test,205.2
31/10/2019,J05AH02 (Oseltamivir),32,49.75,-17.75,55.5,,,Test,205.2
31/01/2020,J05AH02 (Oseltamivir),,65.73,,,71.31,60.15,Forecast,205.2
29/02/2020,J05AH02 (Oseltamivir),,162.86,,,168.44,157.28,Forecast,205.2
